customer_id,name,city,persona
314,Nina Jensen,Porsgrunn,Bargain Hunter
315,Kenneth Lund,Tromsø,Student
316,Irene Sivertsen,Bodø,Busy Parent
317,Olav Haugland,Tønsberg,Busy Parent
318,Harald Aas,Arendal,Quality Seeker
319,Roger Halvorsen,Sandnes,Quality Seeker
320,Håvard Amundsen,Trondheim,Student
321,Jan-Rolf Nilsen,Tønsberg,Quality Seeker
322,Hilde Sivertsen,Tønsberg,Bargain Hunter
323,Silje Fredriksen,Sandefjord,Busy Parent
324,Helene-Marie Tangen,Moss,Quality Seeker
325,Karoline-Siri Myhre,Drammen,Student
326,Ruth Lien,Ålesund,Quality Seeker
327,Gunn-Ida Nilsen,Skien,Busy Parent
328,Anna Vik,Hamar,Quality Seeker
329,Reidun Sæther,Tromsø,Busy Parent
330,Britt Knutsen,Porsgrunn,Busy Parent
331,Johan-Geir Rasmussen,Trondheim,Student
332,Irene Eliassen,Haugesund,Bargain Hunter
333,Randi Pettersen,Sandnes,Quality Seeker
334,Alexander Bakken,Moss,Busy Parent
335,Lene Andersen,Oslo,Quality Seeker
336,Arne Nguyen,Sandnes,Bargain Hunter
337,Helge-Jørgen Larsen,Sandnes,Quality Seeker
338,Janne Berntsen-Holm,Arendal,Quality Seeker
339,Arild Ahmed,Bodø,Quality Seeker
340,Steinar Haugen,Haugesund,Busy Parent
341,Emil Hanssen,Bodø,Student
342,Tove Edvardsen,Tønsberg,Quality Seeker
343,Turid Mikkelsen,Tromsø,Quality Seeker
344,Ingrid Sandvik,Fredrikstad,Bargain Hunter
345,Odd Nguyen,Bodø,Quality Seeker
346,Stine-Aud Sæther,Drammen,Student
347,Irene-Lene Hansen,Moss,Bargain Hunter
348,Hanna Johansen,Arendal,Quality Seeker
349,Marianne Nielsen,Porsgrunn,Student
350,Sondre-Ole Rønning,Stavanger,Busy Parent
351,Joakim Olsen,Sarpsborg,Student
352,Prof. Kristian Berntsen,Drammen,Bargain Hunter
353,Ragnhild Hauge,Bodø,Quality Seeker
354,Jan Jensen,Bergen,Bargain Hunter
355,Johan Solheim,Bodø,Student
356,Bjørn-Petter Rønning,Kristiansand,Quality Seeker
357,Aud-Karen Lien,Moss,Busy Parent
358,Gerd-Hilde Myklebust,Oslo,Bargain Hunter
359,Helene Lunde,Moss,Busy Parent
360,Dr. Roger Strøm,Skien,Quality Seeker
361,Kristin-Karen Nguyen,Bergen,Bargain Hunter
362,Terje Lien,Moss,Quality Seeker
363,Tone Sandvik,Trondheim,Bargain Hunter
364,Ingeborg Lien-Johnsen,Trondheim,Quality Seeker
365,Ragnhild Johnsen,Bergen,Busy Parent
366,Vilde Thomassen,Arendal,Bargain Hunter
367,Stine Andersen,Trondheim,Student
368,Kåre Jenssen,Stavanger,Student
369,Roar-Svein Kristensen,Haugesund,Busy Parent
370,Kim Lien,Hamar,Busy Parent
371,Sondre Solberg,Porsgrunn,Bargain Hunter
372,Roger Myhre,Tønsberg,Quality Seeker
373,Harald Nguyen,Arendal,Quality Seeker
374,Tove Knudsen,Sarpsborg,Student
375,Knut-Dag Johannessen,Bergen,Busy Parent
376,Kirsten Lunde,Stavanger,Busy Parent
377,Maria-Anette Andresen,Fredrikstad,Student
378,Vegard Pettersen,Tromsø,Busy Parent
379,Wenche Kristiansen-Tveit,Drammen,Busy Parent
380,Else Eriksen,Bodø,Bargain Hunter
381,Anne Moen,Oslo,Bargain Hunter
382,Eivind Strand,Hamar,Quality Seeker
383,Prof. Sigurd Brekke,Bergen,Quality Seeker
384,Espen Rønning,Sarpsborg,Bargain Hunter
385,Aud-Line Simonsen,Tønsberg,Busy Parent
386,Else-Elin Pettersen,Sandnes,Bargain Hunter
387,Sofie Bakke,Arendal,Student
388,Cecilie Dahl,Fredrikstad,Busy Parent
389,Line-Eli Sivertsen,Bodø,Quality Seeker
390,Anette-Emilie Eide,Kristiansand,Bargain Hunter
391,Prof. Dag Iversen,Kristiansand,Student
392,Kari Abrahamsen,Drammen,Bargain Hunter
393,Nina Engen,Hamar,Busy Parent
394,Sofie Mikkelsen,Arendal,Busy Parent
395,Mette-Cathrine Solberg,Tønsberg,Student
396,Jens Aas,Sarpsborg,Bargain Hunter
397,Jenny Solheim,Tromsø,Busy Parent
398,Tobias Sandvik-Sivertsen,Moss,Busy Parent
399,Mona Abrahamsen,Hamar,Quality Seeker
400,Bente Andreassen,Haugesund,Bargain Hunter
401,Daniel Nielsen,Hamar,Busy Parent
402,Emil Jenssen,Trondheim,Quality Seeker
403,Markus Jenssen,Arendal,Bargain Hunter
404,Dr. Jens Moe,Oslo,Busy Parent
405,Alf Johnsen-Bøe,Tromsø,Student
406,Irene Madsen,Drammen,Busy Parent
407,Bjørg Brekke-Ruud,Tønsberg,Quality Seeker
408,Kjetil Hagen,Drammen,Student
409,Daniel-Frank Pettersen,Haugesund,Student
410,Jonas Bøe,Moss,Busy Parent
411,Lene Lund,Moss,Student
412,Aud Strøm,Skien,Quality Seeker
413,Jenny Simonsen,Stavanger,Quality Seeker
414,Sigrid Myklebust,Skien,Student
415,Marit Lien,Moss,Quality Seeker
416,Øyvind Andreassen,Sandefjord,Quality Seeker
417,Emilie Engen,Bodø,Student
418,Maria Mathisen,Trondheim,Bargain Hunter
419,John Lunde,Skien,Quality Seeker
420,Andrea Sandvik,Sandefjord,Bargain Hunter
421,Hanna Andresen,Oslo,Student
422,Eivind Ali,Bodø,Busy Parent
423,Lene Berge,Bergen,Quality Seeker
424,Ragnhild Henriksen-Christensen,Ålesund,Bargain Hunter
425,Leif Bakke,Moss,Busy Parent
426,Morten Aune-Bakke,Bergen,Busy Parent
427,Roger Andreassen,Bodø,Bargain Hunter
428,Emilie Solheim,Sarpsborg,Bargain Hunter
429,Janne Ali,Moss,Quality Seeker
430,Rita Kristiansen,Hamar,Bargain Hunter
431,Ida-Gunn Karlsen,Drammen,Busy Parent
432,Hans Myklebust,Oslo,Quality Seeker
433,Henrik Kristoffersen,Trondheim,Busy Parent
434,Robert Eide-Mathisen,Stavanger,Bargain Hunter
435,Ruth Pettersen,Stavanger,Quality Seeker
436,Gunnar Kristoffersen,Kristiansand,Busy Parent
437,Roar Henriksen,Sarpsborg,Quality Seeker
438,Irene Isaksen,Tromsø,Busy Parent
439,Inger-Unni Sivertsen,Moss,Quality Seeker
440,Marit Rasmussen,Sandnes,Student
441,Vilde Isaksen,Kristiansand,Quality Seeker
442,Roger-Arild Strand,Hamar,Quality Seeker
443,Bjørg Henriksen,Kristiansand,Busy Parent
444,Kari Gundersen-Johannessen,Tromsø,Student
445,Sondre Madsen,Haugesund,Busy Parent
446,Vidar Lie,Porsgrunn,Quality Seeker
447,Rune Larsen,Oslo,Quality Seeker
448,Petter Andresen,Sarpsborg,Quality Seeker
449,Ole Solheim-Aas,Arendal,Student
450,Johannes Martinsen,Moss,Student
451,Cecilie-Kristine Arnesen,Tønsberg,Student
452,Thea Lunde,Ålesund,Busy Parent
453,Tor Johansen,Bodø,Quality Seeker
454,Marianne Mikkelsen,Skien,Quality Seeker
455,Siv Gundersen,Sandnes,Student
456,Berit Myhre,Sandnes,Busy Parent
457,Arne Berge,Haugesund,Student
458,Emil Vik,Moss,Bargain Hunter
459,Janne-Nina Haugen,Sandefjord,Busy Parent
460,Kåre-Kjetil Halvorsen,Kristiansand,Quality Seeker
461,Torill Thorsen,Bergen,Quality Seeker
462,Torbjørn Strøm,Arendal,Bargain Hunter
463,Synnøve Johnsen,Stavanger,Quality Seeker
464,Ellen Evensen-Rønning,Tønsberg,Student
465,Marius Knutsen,Tønsberg,Bargain Hunter
466,Egil-Knut Dahl,Kristiansand,Bargain Hunter
467,Martin Henriksen,Kristiansand,Quality Seeker
468,Egil Myhre,Tromsø,Bargain Hunter
469,Knut Bøe,Sandefjord,Quality Seeker
470,Johan Sørensen,Skien,Busy Parent
471,Rune Haugen-Helland,Bodø,Student
472,Tommy Jensen,Skien,Quality Seeker
473,Arild Bakken,Moss,Busy Parent
474,Thor Antonsen,Bergen,Student
475,Gro Haugen,Sandnes,Busy Parent
476,Cecilie Tveit,Sarpsborg,Busy Parent
477,Andreas-Anders Bøe,Trondheim,Student
478,Emilie Brekke,Stavanger,Quality Seeker
479,Steinar Simonsen,Stavanger,Busy Parent
480,Marianne-Maria Thomassen,Sarpsborg,Quality Seeker
481,Hanna Jakobsen,Bergen,Student
482,Vilde Jenssen,Bergen,Quality Seeker
483,Linn Abrahamsen,Ålesund,Quality Seeker
484,Sigurd Amundsen,Sandnes,Quality Seeker
485,Per-Jørgen Danielsen,Arendal,Busy Parent
486,Gunn Hagen,Drammen,Busy Parent
487,Grethe Martinsen,Trondheim,Bargain Hunter
488,Odd Bøe-Nguyen,Sandefjord,Busy Parent
489,Ruth-Else Myklebust,Sandnes,Busy Parent
490,Tonje Arnesen,Arendal,Quality Seeker
491,John Pettersen,Tønsberg,Bargain Hunter
492,Gro Sivertsen,Tønsberg,Busy Parent
493,Simen Sandvik,Oslo,Quality Seeker
494,Terje Amundsen,Tønsberg,Student
495,Roger Thomassen,Bodø,Student
496,Prof. Morten Hansen,Tønsberg,Bargain Hunter
497,Mari Tangen,Arendal,Student
498,Karen Lie,Haugesund,Quality Seeker
499,Tone Paulsen,Tønsberg,Busy Parent
500,Mari Svendsen,Fredrikstad,Student
